Station;RoundingTrips
Parc Sauvé (Balzac / de Bayonne);541
Parc St-Claude (7e avenue / 8e rue);2146
Parc St-Henri (Laporte / Guay);219
Parc St-Laurent (Dutrisac);18
Parc St-Laurent (Salk / Thomas-Chapais);0
Parc St-Louis (St-Joseph / 34e avenue);402
Parc St-Paul (Le Caron / Marc-Sauvalle);0
Parc St-Paul (Marc-Sauvalle / Le Caron);0
Parc Stoney-Point (St-Joseph / 47e avenue);0
Parc Summerlea (53e avenue / St-Joseph);0
Parc Tino-Rossi (18e avenue / Everett);321
Parc Turin (Chambord / Jean-Talon);0
Parc Van Horne (de la Peltrie / de Westbury);374
Parc Villeray (Christophe-Colomb / Jarry);283
Parc Wilfrid-Bastien (Lacordaire / des Galets);0
Park Row O / Sherbrooke;0
Parthenais / du Mont-Royal;0
Parthenais / Ste-Catherine;1173
Paré / Mountain Sights;232
Peel / Ottawa;0
Pierre-de-Coubertin / Langelier;0
Pierre-Péladeau / du Centropolis;537
Place d'Youville / McGill;536
Place des Festivals ( du Président-Kennedy / de Bleury);835
Place du Canada ( Peel / de la Gauchetière);0
Place du Canada (Peel / de la Gauchetière);365
Place du Commerce;1128
Place du Village (St-Jean-Baptiste / Notre-Dame);827
Place du Village-de-la-Pointe-aux-Trembles (St-Jean-Baptiste / Notre-Dame);783
Place Longueuil;625
Place Rodolphe-Rousseau (Gohier / Édouard-Laurin);639
Place Émilie-Gamelin (St-Hubert / de Maisonneuve);529
Plessis / Logan;442
Plessis / Ontario;22
Plessis / René-Lévesque;558
Pontiac / Gilford;344
Poupart / Ontario;568
Poupart / Ste-Catherine;1007
Pratt / Bates;1310
Prince-Arthur / du Parc;726
Prince-Arthur / St-Urbain;1072
Préfontaine / Marcel-Pépin;162
Péloquin / Fleury;712
Quai de la navette fluviale;967
Queen / Wellington;525
Querbes / Ball;619
Querbes / Laurier;526
Quesnel / Vinet;1374
Rachel / de Brébeuf;1269
Rachel / du Parc-Lafontaine;109
Regina / de Verdun;0
René- Lévesque /Papineau;0
René-Lévesque / 9e avenue;642
René-Lévesque / Papineau;488
Resther / du Mont-Royal;742
REV (Souligny / Desmarteau);163
Richardson / de Montmorency;2363
Richmond / des Bassins;615
Rivard / Rachel;0
Rivier / Davidson;1133
Robert Bourassa / Sainte-Catherine;0
Robert-Bourassa / de Maisonneuve;0
Robert-Bourassa / Ste-Catherine;0
Robin / 15e rue;374
Robin / de la Visitation;0
Ropery / Augustin-Cantin;791
Ropery / Grand Trunk;0
Rose-de-Lima / Workman;0
Rosemont / Viau;498
Rousselot / Jarry;0
Roy / St-André;0
Roy / St-Denis;457
Roy / St-Laurent;0
Ryde / Charlevoix;2714
Sabrevois / des Récollets;0
Saint-Viateur / Casgrain;515
Sainte-Catherine / Guy;0
Sainte-Catherine / Parthenais;724
Sainte-Catherine / Union;469
Sanguinet / de Maisonneuve;1242
Sanguinet / Ontario;327
Sanguinet / Sainte-Catherine;0
Sanguinet / Ste-Catherine;633
Shearer / Centre;875
Sherbrooke / Frontenac;363
Sherbrooke / Vignal;398
Sicard / Adam;1329
Soeurs-Grises / Margueritte d'Youville;1066
Square Nelligan (des Appalaches / Alexis-Nihon);28
Square St-Louis (du Square St-Louis / Laval);173
Square Victoria (Viger / du Square-Victoria);515
Square Viger (Berri / Viger);634
St-Alexandre / Ste-Catherine;147
St-Ambroise / Louis-Cyr;0
St-André / Cherrier;58
St-André / Ontario;490
St-André / Robin;0
St-André / St-Antoine;0
St-André / Ste-Catherine;1029
St-Antoine / de la Montagne;0
St-Antoine / St-François-Xavier;1867
St-Catherine / St-Laurent;577
St-Charles / Grant;371
St-Charles / Labonté;0
St-Charles / Montarville;824
St-Charles / St-Sylvestre;328
St-Charles / Thomas-Keefer;743
St-Christophe / Cherrier;0
St-Christophe / René-Lévesque;519
St-Cuthbert / St-Urbain;0
St-Cyril / Wiseman;671
St-Denis / René-Lévesque;3410
St-Denis / Ste-Catherine;326
St-Dominique / Bernard;816
St-Dominique / de Bellechasse;217
St-Dominique / du Mont-Royal;1411
St-Dominique / Gounod;2378
St-Dominique / Jean-Talon;397
St-Dominique / Laurier;800
St-Dominique / Napoléon;0
St-Dominique / Rachel;520
St-Dominique / St-Viateur;790
St-Dominique / St-Zotique;298
St-Germain / Hochelaga;0
St-Gérard / Villeray;710
St-Henri / Notre-Dame;1184
St-Hubert / de Maisonneuve (nord);284
St-Hubert / de Maisonneuve (sud);108
St-Hubert / Duluth;154
St-Hubert / Laurier;612
St-Hubert / René-Lévesque;677
St-Hubert / St-Joseph;538
St-Hubert /de Maisonneuve;0
St-Jacques / des Seigneurs;2071
St-Jacques / McGill;1862
St-Jacques / St-Laurent;390
St-Jacques / St-Pierre;23
St-Jean-Baptiste / René-Lévesque;1197
St-Joseph / 21e avenue Lachine;0
St-Joseph / 34e avenue Lachine;0
St-Joseph / 8e avenue Lachine;0
St-Joseph /21e avenue Lachine;0
St-Joseph Lachine / 21e avenue;407
St-Laurent / St-Jacques;40
St-Marc / Sherbrooke;2493
St-Marc / Ste-Catherine;395
St-Mathieu / Baile;647
St-Mathieu / Sherbrooke;851
St-Mathieu / Ste-Catherine;1274
St-Mathieu / Tupper;938
St-Maurice / Robert-Bourassa;849
St-Nicolas / Place d'Youville;660
St-Patrick / Briand;0
St-Rémi / Ste Émilie;419
St-Urbain / Beaubien;827
St-Urbain / de la Gauchetière;620
St-Urbain / René-Lévesque;5700
St-Viateur / Casgrain;906
St-Viateur / St-Laurent;815
St-Zotique / Clark;366
Stanley / Sherbrooke;1410
Ste-Catherine / Bishop;543
Ste-Catherine / Dezery;0
Ste-Catherine / Labelle;1319
Ste-Catherine / Parthenais;0
Ste-Catherine / Sanguinet;474
Ste-Catherine / St-Marc;1651
Ste-Catherine / St-Mathieu;628
Ste-Catherine / Union;335
Ste-Claire / Pierre-Tétreault;770
Ste-Croix / Tassé;876
Ste-Famille / des Pins;502
Ste-Famille / Sherbrooke;927
Ste-Émilie / Sir-Georges-Etienne-Cartier;2018
Ste-Émilie / St-Rémi;0
Stinson / Montpellier;242
Stuart / St-Viateur;507
Swail / Decelles;1208
Terminus Le Carrefour (Terry-Fox / Le Carr);0
Terminus Le Carrefour (Terry-Fox / Le Carrefour);0
Terminus Newman (Airlie / Lafleur);702
Thimens / Alexis-Nihon;919
Tolhurst / Fleury;0
Travaux publics LaSalle (Cordner / Léger);376
Tupper / du Fort;989
Turgeon / Notre-Dame;526
U. Concordia - Campus Loyola (Sherbrooke / West Broadway);0
Union / René-Lévesque;0
Union / Ste-Catherine;17
University / des Pins;0
University / Milton;1001
University / Prince-Arthur;409
Vallières / St-Laurent;1271
Valois / Ontario;0
Valois / Ste-Catherine;0
Vendôme / Sherbrooke;313
Victoria / 18e avenue Lachine;544
Victoria / de Maisonneuve;743
Victoria Hall;617
Viger / Chenneville;1795
Villeneuve / de l'Hôtel-de-Ville;608
Villeneuve / du Parc;1227
Villeneuve / St-Denis;466
Villeneuve / St-Laurent;0
Villeneuve / St-Urbain;0
Villeray / St-Michel;815
Waverly / St-Viateur;715
Waverly / St-Zotique;575
Waverly / Van Horne;364
Wellington / 2e avenue;0
Wellington / Gordon;0
Wellington / Hickson;1544
Wilderton  / Van Horne;914
William / Robert-Bourassa;440
William / St-Henri;53
Wolfe / de la Gauchetière;29
Wolfe / René-Lévesque;608
Wolfe / Robin;2409
Wolfe / Ste-Catherine;0
Wurtele / de Rouen;727
Young / Wellington;3477
Édouard-Montpetit / de Stirling;874
Émile-Duployé / Sherbrooke;531
Émile-Journault / de Chateaubriand;0
